id,bookname,category,genre,author,publisher,yearpublished,isbn,edition,price
763,Post Office,nonfiction,,Charles Bukowski,HarperCollins Publishers,1971,,,2.99
764,All the Pretty Horses, fiction,,Cormac McCarthy,"Amazon Digital Services,  Inc.",1992,,,3.99
765,"Sherlock Holmes: The Complete Novels and Stories, Vol 2",nonfiction,,"Arthur Conan Doyle, Kyle Freeman",Random House LLC,1914,,,10.99
766,"One Piece, Volume 01", fiction,,"EiichirÅ Oda, Andy Nakatani","Amazon Digital Services,  Inc.",1997,,,3.99
767,The Last Unicorn, fiction,,Peter S. Beagle,"Amazon Digital Services,  Inc.",1968,,,2.99
768,Magyk, fiction,,Angie Sage,"Amazon Digital Services,  Inc.",2005,,,2.99
769,Fever 1793, fiction,,Laurie Halse Anderson,"Amazon Digital Services,  Inc.",2000,,,3.99
770,The Likeness, fiction,,Tana French,Penguin Group (USA) LLC,2008,,,6.99
771,Dead Wake: The Last Crossing of the Lusitania, fiction,,Erik Larson,Penguin Group (USA) LLC,2015,,,8.09
772,The Jungle Book,fiction,,Rudyard Kipling,"Amazon Digital Services,  Inc.",1894,,,0.99
773,I Am Pilgrim, fiction,,Terry Hayes,"Amazon Digital Services,  Inc.",2013,,,4.99
774,Howl and Other Poems ,nonfiction,,"Allen Ginsberg, William Carlos Williams",HarperCollins Publishers,1956,,,11.04
775,Don't Sweat the Small Stuff, fiction,,Richard Carlson,Random House LLC,1997,,,7.69
776,Go the Fuck to Sleep, fiction,,"Adam Mansbach, Ricardo CortÃ©s","Amazon Digital Services,  Inc.",2011,,,0.99
777,Mostly Harmless,nonfiction,,Douglas Adams,Simon and Schuster Digital Sales Inc,1992,,,4.99
778,Benjamin Franklin: An American Life, fiction,,Walter Isaacson,Macmillan,2003,,,4.99
779,The Tiger's Wife, fiction,,TÃ©a Obreht,"Amazon Digital Services,  Inc.",2011,,,0.99
780,Poison Study, fiction,,Maria V. Snyder,"Amazon Digital Services,  Inc.",2005,,,2.99
781,Lover Unbound,fiction,,J.R. Ward,"Amazon Digital Services,  Inc.",2007,,,7.99
782,Going Postal,fiction,,Terry Pratchett,Penguin Group (USA) LLC,2004,,,11.99
783,The Book of Mormon, fiction,,"Anonymous, Joseph Smith Jr.",Random House LLC,1830,,,11.99
784,The Mist,nonfiction,,Stephen King,"Amazon Digital Services,  Inc.",1980,,,2.99
785,Dead Beat, fiction,,Jim Butcher,"Amazon Digital Services,  Inc.",2005,,,4.99
786,Golden Son, fiction,,Pierce Brown,"Amazon Digital Services,  Inc.",2015,,,0.99
787,Night Watch,nonfiction,,Terry Pratchett,"Amazon Digital Services,  Inc.",2002,,,7.99
788,The Light Fantastic,nonfiction,,Terry Pratchett,"Amazon Digital Services,  Inc.",1986,,,0.99
789,What the Dog Saw and Other Adventures, fiction,,Malcolm Gladwell,Random House LLC,2009,,,7.69
790,Pretty Girls, fiction,,Karin Slaughter,"Amazon Digital Services,  Inc.",2015,,,1.99
791,Last Argument of Kings, fiction,,Joe Abercrombie,Macmillan,2008,,,4.99
792,Revival, fiction,,Stephen King,"Amazon Digital Services,  Inc.",2014,,,4.99
793,Horton Hears a Who!, fiction,,Dr. Seuss,"Amazon Digital Services,  Inc.",1954,,,0.99
794,Lirael, fiction,,Garth Nix,Penguin Group (USA) LLC,2001,,,7.69
795,School's Out Forever,fiction,,James Patterson,"Amazon Digital Services,  Inc.",2006,,,2.99
796,é»’åŸ·äº‹ I [Kuroshitsuji I],nonfiction,,"Yana Toboso, Tomo Kimura",Penguin Group (USA) LLC,2007,,,11.99
797,Winter,nonfiction,,Marissa Meyer,"Amazon Digital Services,  Inc.",2015,,,3.49
798,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror , fiction,,"Robert Louis Stevenson, Robert Mighall",Random House LLC,1886,,,4.99
799,The Painted Man, fiction,,Peter V. Brett,"Amazon Digital Services,  Inc.",2008,,,3.99
800,One Shot, fiction,,Lee Child,Simon and Schuster Digital Sales Inc,2005,,,2.99
801,The Serpent's Shadow, fiction,,Rick Riordan,"Amazon Digital Services,  Inc.",2012,,,3.03
802,Duma Key, fiction,,Stephen King,Macmillan,2008,,,7.41
803,The Shifting Fog, fiction,,Kate Morton,"Amazon Digital Services,  Inc.",2006,,,2
804,Proven Guilty, fiction,,Jim Butcher,Simon and Schuster Digital Sales Inc,2006,,,6.83
805,Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ, fiction,,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",Random House LLC,1864,,,7.99
806,The Heart is a Lonely Hunter, fiction,,Carson McCullers,"Amazon Digital Services,  Inc.",1940,,,3.99
807,The Infinite Sea, fiction,,Rick Yancey,"Amazon Digital Services,  Inc.",2014,,,3.99
808,The Once and Future King,nonfiction,,T.H. White,Macmillan,1958,,,6.55
809,Small Gods, fiction,,Terry Pratchett,HarperCollins Publishers,1992,,,10.8
810,"Bud, Not Buddy", fiction,,Christopher Paul Curtis,"Amazon Digital Services,  Inc.",1999,,,3.82
811,Predictably Irrational: The Hidden Forces that Shape Our Decisions, fiction,,Dan Ariely,"Amazon Digital Services,  Inc.",2007,,,4.99
812,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,nonfiction,,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,"Amazon Digital Services,  Inc.",2012,,,9.99
813,The Indian in the Cupboard, fiction,,Lynne Reid Banks,"Amazon Digital Services,  Inc.",1980,,,3.99
814,A Memory of Light, fiction,,"Robert Jordan, Brandon Sanderson","Amazon Digital Services,  Inc.",2012,,,3.99
815,Me and Earl and the Dying Girl,nonfiction,,Jesse Andrews,Random House LLC,2012,,,10.99
816,The Ugly Truth,nonfiction,,Jeff Kinney,"Amazon Digital Services,  Inc.",2010,,,0.99
817,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)", fiction,,Janet Evanovich,HarperCollins Publishers,2002,,,1.5
818,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words", fiction,,Simon Winchester,Simon and Schuster Digital Sales Inc,1998,,,3.99
819,2nd Chance, fiction,,"James Patterson, Andrew Gross",HarperCollins Publishers,2002,,,12.29
820,The Complete Maus,nonfiction,,Art Spiegelman,"Amazon Digital Services,  Inc.",1986,,,0.99
821,The Eyre Affair,nonfiction,,Jasper Fforde,"Amazon Digital Services,  Inc.",2001,,,0.99
822,Anne Rice's The Vampire Lestat: The Graphic Novel, fiction,,"Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss","Amazon Digital Services,  Inc.",1989,,,0.99
823,The Art of Happiness: A Handbook for Living,nonfiction,,"Dalai Lama XIV, Howard C. Cutler",Random House LLC,1998,,,11.75
824,The Bone Clocks, fiction,,David Mitchell,Random House LLC,2014,,,6.92
825,Black and Blue, fiction,,Anna Quindlen,"Amazon Digital Services,  Inc.",1998,,,3.99
826,The Last Juror,nonfiction,,John Grisham,Penguin Group (USA) LLC,2004,,,8.59
827,Diary, fiction,,Chuck Palahniuk,Hachette Book Group,2003,,,8.99
828,Eleven on Top, fiction,,Janet Evanovich,Penguin Group (USA) LLC,2005,,,7.49
829,Tintenblut, fiction,,"Cornelia Funke, Anthea Bell","Amazon Digital Services,  Inc.",2005,,,6.99
830,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto", fiction,,Chuck Klosterman,"Amazon Digital Services,  Inc.",2003,,,0.99
831,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,nonfiction,,Evelyn Waugh,"Amazon Digital Services,  Inc.",1945,,,1.99
832,White Night,fiction,,Jim Butcher,"Amazon Digital Services,  Inc.",2007,,,0.99
833,The Miniaturist, fiction,,Jessie Burton,HarperCollins Publishers,2014,,,1.99
834,Dragons of Autumn Twilight,nonfiction,,"Margaret Weis, Tracy Hickman",Simon and Schuster Digital Sales Inc,1984,,,8.78
835,The Lost Colony,nonfiction,,Eoin Colfer,"Amazon Digital Services,  Inc.",2006,,,2.5
836,Extras, fiction,,Scott Westerfeld,"Amazon Digital Services,  Inc.",2006,,,0.99
837,The Burning Bridge,nonfiction,,John Flanagan,Macmillan,2005,,,7.49
838,The Book of Life, fiction,,Deborah Harkness,"Amazon Digital Services,  Inc.",2014,,,2.99
839,The Artist's Way: A Spiritual Path to Higher Creativity, fiction,,Julia Cameron,"Amazon Digital Services,  Inc.",1992,,,5.99
840,The Stinky Cheese Man and Other Fairly Stupid Tales,nonfiction,,"Jon Scieszka, Lane Smith","Amazon Digital Services,  Inc.",1992,,,2.99
841,Horns,nonfiction,,Joe Hill,Hachette Book Group,2009,,,2.99
842,Catherine the Great: Portrait of a Woman, fiction,,Robert K. Massie,"Amazon Digital Services,  Inc.",2011,,,0.99
843,The Year of the Flood, fiction,,Margaret Atwood,Simon and Schuster Digital Sales Inc,2009,,,7.99
844,Winter Garden, fiction,,Kristin Hannah,"Amazon Digital Services,  Inc.",2009,,,2.99
845,The King of Torts,nonfiction,,John Grisham,HarperCollins Publishers,2003,,,5.99
846,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10, fiction,,"Marcus Luttrell, Patrick Robinson","Amazon Digital Services,  Inc.",2006,,,3.99
847,The 3 Mistakes of My Life, fiction,,Chetan Bhagat,Random House LLC,2008,,,7.99
848,The Murder of Roger Ackroyd,nonfiction,,Agatha Christie,"Amazon Digital Services,  Inc.",1926,,,7.52
849,Native Son , fiction,,Richard Wright,"Amazon Digital Services,  Inc.",1940,,,2.99
850,Shadow's Edge, fiction,,Brent Weeks,Random House LLC,2008,,,11.84
851,Under the Never Sky, fiction,,Veronica Rossi,"Amazon Digital Services,  Inc.",2011,,,3.99
852,True Believer, fiction,,Nicholas Sparks,"Amazon Digital Services,  Inc.",2003,,,4.99
853,The Lean Startupâ€Ž, fiction,,Eric Ries,"Amazon Digital Services,  Inc.",2011,,,0.99
854,The Golden Lily, fiction,,Richelle Mead,Penguin Group (USA) LLC,2012,,,10.99
855,Chasing Harry Winston, fiction,,Lauren Weisberger,Random House LLC,2008,,,4.99
856,Magician's Gambit, fiction,,David Eddings,"Amazon Digital Services,  Inc.",1983,,,2.99
857,The Rise and Fall of the Third Reich: A History of Nazi Germany, fiction,,William L. Shirer,HarperCollins Publishers,1960,,,2.99
858,A Long Way Down,nonfiction,,Nick Hornby,Hachette Book Group,2005,,,3.99
859,Out from Boneville, fiction,,"Jeff Smith, Steve Hamaker","Amazon Digital Services,  Inc.",1993,,,5.99
860,Rose Madder, fiction,,Stephen King,Simon and Schuster Digital Sales Inc,1995,,,1.99
861,"Die Trying (Jack Reacher, #2)", fiction,,Lee Child,Macmillan,1998,,,2.99
862,Beautiful Chaos, fiction,,"Kami Garcia, Margaret Stohl, Paz Pruneda",Hachette Book Group,2011,,,1.99
863,Keeping Faith, fiction,,Jodi Picoult,"Amazon Digital Services,  Inc.",1999,,,0.99
864,Heart-Shaped Box, fiction,,Joe Hill,"Amazon Digital Services,  Inc.",2007,,,2.99
865,Cabin Fever,nonfiction,,Jeff Kinney,Penguin Group (USA) LLC,2010,,,11.99
866,Everyone Worth Knowing, fiction,,Lauren Weisberger,"Amazon Digital Services,  Inc.",2005,,,0.99
867,Redwall, fiction,,Brian Jacques,"Amazon Digital Services,  Inc.",1986,,,2.99
868,Manifest der Kommunistischen Partei, fiction,,"Karl Marx, Friedrich Engels, Gareth Stedman Jones","Amazon Digital Services,  Inc.",1848,,,2.99
869,The Woman in Cabin 10,nonfiction,,Ruth Ware,"Amazon Digital Services,  Inc.",2016,,,0.99
870,The Last of the Mohicans: A Narrative of 1757, fiction,,James Fenimore Cooper,"Amazon Digital Services,  Inc.",1826,,,0.99
871,Sophie's Choice,nonfiction,,William Styron,"Amazon Digital Services,  Inc.",1979,,,1.99
872,Shopaholic and Sister, fiction,,Sophie Kinsella,"Amazon Digital Services,  Inc.",2004,,,2.99
873,The Iron Daughter, fiction,,Julie Kagawa,"Amazon Digital Services,  Inc.",2010,,,2.99
874,The Prayer of Jabez:  Breaking Through to the Blessed Life,nonfiction,,Bruce H. Wilkinson,"Amazon Digital Services,  Inc.",2000,,,8.1
875,The Age of Miracles, fiction,,Karen Thompson Walker,Random House LLC,2012,,,11.84
876,Have a Little Faith: A True Story,nonfiction,,Mitch Albom,Hachette Book Group,2009,,,1.99
877,My Life in France, fiction,,"Julia Child, Alex Prud'Homme",Penguin Group (USA) LLC,2006,,,11.99
878,The Rosie Effect, fiction,,Graeme Simsion,Macmillan,2014,,,11.04
879,The Secret of the Nagas., fiction,,Amish Tripathi,"Amazon Digital Services,  Inc.",2011,,,0.99
880,Ham on Rye, fiction,,Charles Bukowski,"Amazon Digital Services,  Inc.",1982,,,1.77
881,Flipped,nonfiction,,Wendelin Van Draanen,"Amazon Digital Services,  Inc.",2001,,,0.99
882,Emotional Intelligence 2.0, fiction,,"Travis Bradberry, Jean Greaves, Patrick Lencioni","Amazon Digital Services,  Inc.",2003,,,0.99
883,Make Way for Ducklings,nonfiction,,Robert McCloskey,HarperCollins Publishers,1941,,,5.74
884,Relic, fiction,,"Douglas Preston, Lincoln Child",Hachette Book Group,1995,,,7.73
885,Notes from a Small Island, fiction,,Bill Bryson,"Amazon Digital Services,  Inc.",1995,,,3.99
886,Small Favor,nonfiction,,Jim Butcher,Random House LLC,2008,,,10.99
887,The Walking Dead Compendium Volume 1, fiction,,Robert Kirkman,"Amazon Digital Services,  Inc.",2009,,,2.99
888,Princess Academy, fiction,,Shannon Hale,Simon and Schuster Digital Sales Inc,2005,,,12.74
889,"Everything, Everything", fiction,,"Nicola Yoon, David Yoon","Amazon Digital Services,  Inc.",2015,,,2.99
890,Pygmalion, fiction,,George Bernard Shaw,"Amazon Digital Services,  Inc.",1912,,,2.99
891,Flight Behavior, fiction,,Barbara Kingsolver,"Amazon Digital Services,  Inc.",2012,,,0.99
892,Grip of the Shadow Plague, fiction,,Brandon Mull,"Amazon Digital Services,  Inc.",2008,,,4.99
893,Bridget Jones: The Edge of Reason,nonfiction,,Helen Fielding,"Amazon Digital Services,  Inc.",1999,,,9.99
894,Captain Corelli's Mandolin, fiction,,Louis de BerniÃ¨res,"Amazon Digital Services,  Inc.",1994,,,0.99
895,At First Sight, fiction,,Nicholas Sparks,"Amazon Digital Services,  Inc.",2004,,,0.99
896,Down Under, fiction,,Bill Bryson,"Amazon Digital Services,  Inc.",2000,,,3.99
897,The Memoirs of Sherlock Holmes,nonfiction,,Arthur Conan Doyle,HarperCollins Publishers,1894,,,11.19
898,The Orphan Master's Son, fiction,,Adam Johnson,Macmillan,2012,,,0.99
899,Enchanters' End Game, fiction,,David Eddings,"Amazon Digital Services,  Inc.",1984,,,3.99
900,Persepolis,nonfiction,,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh","Amazon Digital Services,  Inc.",2003,,,0.99
901,The Chosen,fiction,,Chaim Potok,"Amazon Digital Services,  Inc.",1967,,,1.99
902,The Agony and the Ecstasy: A Biographical Novel of Michelangelo, fiction,,"Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨","Amazon Digital Services,  Inc.",1958,,,3.99
903,El juego del Ã¡ngel, fiction,,"Carlos Ruiz ZafÃ³n, Lucia Graves",HarperCollins Publishers,2008,,,12.29
904,Where Rainbows End,nonfiction,,Cecelia Ahern,Random House LLC,2004,,,10.99
905,Amelia Bedelia, fiction,,"Peggy Parish, Fritz Siebel",Penguin Group (USA) LLC,1963,,,7.99
906,This Man, fiction,,Jodi Ellen Malpas,"Amazon Digital Services,  Inc.",2012,,,0.99
907,A Dog's Purpose , fiction,,W. Bruce Cameron,"Amazon Digital Services,  Inc.",2010,,,2.99
908,An Ember in the Ashes, fiction,,Sabaa Tahir,HarperCollins Publishers,2015,,,5.49
909,"Lover Enshrined, part one", fiction,,J.R. Ward,Random House LLC,2008,,,8.99
910,The Golem and the Jinni, fiction,,Helene Wecker,"Amazon Digital Services,  Inc.",2013,,,3.99
911,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,nonfiction,,"Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi",Simon and Schuster Digital Sales Inc,2012,,,10.91
912,The Slippery Slope, fiction,,"Lemony Snicket, Brett Helquist",Penguin Group (USA) LLC,2003,,,8.99
913,Bleak House, fiction,,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",HarperCollins Publishers,1853,,,8.99
914,"Caps for sale: a tale of a peddler, some monkeys and their monkey business", fiction,,Esphyr Slobodkina,"Amazon Digital Services,  Inc.",1938,,,4.99
915,Furies of Calderon , fiction,,Jim Butcher,"Amazon Digital Services,  Inc.",2004,,,0.99
916,Alanna: The First Adventure, fiction,,Tamora Pierce,Penguin Group (USA) LLC,1983,,,16.98
917,Her Fearful Symmetry,nonfiction,,Audrey Niffenegger,HarperCollins Publishers,2009,,,3.79
918,The Boston Girl, fiction,,Anita Diamant,"Amazon Digital Services,  Inc.",2014,,,4.99
919,The Fall of Hyperion,nonfiction,,Dan Simmons,Simon and Schuster Digital Sales Inc,1990,,,5.83
920,The Black Dahlia, fiction,,James Ellroy,Random House LLC,1987,,,9.99
921,"Through the Looking-Glass, and What Alice Found There",fiction,,"Lewis Carroll, John Tenniel, Peter Glassman",Simon and Schuster Digital Sales Inc,1871,,,1.99
922,Wild Swans: Three Daughters of China,nonfiction,,Jung Chang,HarperCollins Christian Publishing,1991,,,3.99
923,"Go, Dog. Go!",fiction,,P.D. Eastman,Penguin Group (USA) LLC,1961,,,10.65
924,Finders Keepers,fiction,,Stephen King,"Amazon Digital Services,  Inc.",2015,,,0.99
925,The Strain, fiction,,"Guillermo del Toro, Chuck Hogan","Amazon Digital Services,  Inc.",2009,,,0.99
926,The Complete Poems of Emily Dickinson, fiction,,"Emily Dickinson, Thomas H. Johnson","Amazon Digital Services,  Inc.",1890,,,4.99
927,Old Yeller, fiction,,Fred Gipson,Macmillan,1956,,,13.78
928,Born Standing Up: A Comic's Life,nonfiction,,Steve Martin,"Amazon Digital Services,  Inc.",2007,,,0.99
929,PostSecret: Extraordinary Confessions from Ordinary Lives,nonfiction,,Frank Warren,"Amazon Digital Services,  Inc.",2005,,,0.99
930,A Storm of Swords: Part 2 Blood and Gold, fiction,,George R.R. Martin,"Amazon Digital Services,  Inc.",2000,,,2.99
931,The Borrowers Afield, fiction,,"Mary Norton, Beth Krush, Joe Krush",Hachette Book Group,1952,,,6.48
932,Hearts in Atlantis, fiction,,Stephen King,Macmillan,1999,,,1.99
933,ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken],nonfiction,,"Haruki Murakami, Alfred Birnbaum",Simon and Schuster Digital Sales Inc,1982,,,8.81
934,The Queen's Fool, fiction,,Philippa Gregory,Simon and Schuster Digital Sales Inc,2003,,,5.49
935,Days of Blood & Starlight, fiction,,Laini Taylor,"Amazon Digital Services,  Inc.",2012,,,2.99
936,Jitterbug Perfume, fiction,,Tom Robbins,"Amazon Digital Services,  Inc.",1984,,,2.99
937,"The Battle for Skandia (Ranger's Apprentice, #4)", fiction,,John Flanagan,"Amazon Digital Services,  Inc.",2006,,,2.99
938,The Darkest Minds,fiction,,Alexandra Bracken,Hachette Book Group,2012,,,5.69
939,O Zahir, fiction,,"Paulo Coelho, Margaret Jull Costa","Amazon Digital Services,  Inc.",2005,,,3.99
940,The Power of Positive Thinking, fiction,,Norman Vincent Peale,"Amazon Digital Services,  Inc.",1952,,,2.99
941,"In a Dark, Dark Wood ", fiction,,Ruth Ware,"Amazon Digital Services,  Inc.",2015,,,0.99
942,The House of Mirth, fiction,,"Edith Wharton, Nina Bawden","Amazon Digital Services,  Inc.",1905,,,2.99
943,Fairy Tail 1, fiction,,"Hiro Mashima, William Flanagan","Amazon Digital Services,  Inc.",2006,,,3.99
944,The Slow Regard of Silent Things, fiction,,"Patrick Rothfuss, Nate  Taylor","Amazon Digital Services,  Inc.",2014,,,3.99
945,Twelve Years a Slave, fiction,,Solomon Northup,Random House LLC,1853,,,4.99
946,"Lover Avenged, part one", fiction,,J.R. Ward,"Amazon Digital Services,  Inc.",2010,,,4.99
947,In the Heart of the Sea: The Tragedy of the Whaleship Essex, fiction,,Nathaniel Philbrick,"Amazon Digital Services,  Inc.",1999,,,0.99
948,Infidel, fiction,,Ayaan Hirsi Ali,"Amazon Digital Services,  Inc.",2006,,,0.99
949,The Black Swan: The Impact of the Highly Improbable, fiction,,Nassim Nicholas Taleb,"Amazon Digital Services,  Inc.",2007,,,6.99
950,The Twelve, fiction,,Justin Cronin,"Amazon Digital Services,  Inc.",2012,,,4.99
951,ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð°, fiction,,"Aleksandr Solzhenitsyn, H.T. Willetts",Hachette Book Group,1962,,,5.99
952,The Diamond Age, fiction,,Neal Stephenson,Macmillan,1995,,,8.99
953,A Canticle for Leibowitz, fiction,,Walter M. Miller Jr.,"Amazon Digital Services,  Inc.",1959,,,0.99
954,á¼ˆÎ½Ï„Î¹Î³ÏŒÎ½Î·, fiction,,"Sophocles, J.E. Thomas","Amazon Digital Services,  Inc.",-441,,,0.99
955,Brooklyn, fiction,,Colm TÃ³ibÃ­n,"Amazon Digital Services,  Inc.",2009,,,15.37
956,Wither, fiction,,Lauren DeStefano,"Amazon Digital Services,  Inc.",2011,,,3.82
957,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis, fiction,,J.D. Vance,"Amazon Digital Services,  Inc.",2016,,,3.99
958,Crossroads of Twilight, fiction,,Robert Jordan,"Amazon Digital Services,  Inc.",2003,,,3.99
959,The Red Badge of Courage, fiction,,Stephen Crane,Penguin Group (USA) LLC,1871,,,10.99
960,What If?: Serious Scientific Answers to Absurd Hypothetical Questions, fiction,,Randall Munroe,Penguin Group (USA) LLC,2014,,,10.65
961,Gardens of the Moon, fiction,,Steven Erikson,"Amazon Digital Services,  Inc.",1999,,,3.99
962,A Bruxa de Portobello, fiction,,Paulo Coelho,HarperCollins Publishers,2006,,,12.29
963,A Swiftly Tilting Planet, fiction,,Madeleine L'Engle,"Amazon Digital Services,  Inc.",1978,,,2.99
964,Gregor the Overlander, fiction,,Suzanne Collins,"Amazon Digital Services,  Inc.",2003,,,2.99
965,Sing You Home, fiction,,Jodi Picoult,"Amazon Digital Services,  Inc.",2011,,,4.78
966,The Tale of the Body Thief,fiction,,Anne Rice,HarperCollins Publishers,1992,,,1.99
967,The Camel Club,nonfiction,,David Baldacci,"Amazon Digital Services,  Inc.",2005,,,1.29
968,Saving The World and Other Extreme Sports, fiction,,James Patterson,Hachette Book Group,2006,,,6.93
969,Blood of the Fold, fiction,,Terry Goodkind,"Amazon Digital Services,  Inc.",1996,,,0.99
970,The Boleyn Inheritance, fiction,,Philippa Gregory,Hachette Book Group,2006,,,5.99
971,A Spool of Blue Thread, fiction,,Anne Tyler,Penguin Group (USA) LLC,2015,,,10.99
972,The Underground Railroad, fiction,,Colson Whitehead,"Amazon Digital Services,  Inc.",2016,,,4.99
973,Masquerade, fiction,,Melissa de la Cruz,"Amazon Digital Services,  Inc.",2007,,,0.99
974,The Iron Queen,nonfiction,,Julie Kagawa,"Amazon Digital Services,  Inc.",2011,,,3.99
975,Losing It, fiction,,Cora Carmack,HarperCollins Publishers,2012,,,4.99
976,The Racketeer, fiction,,John Grisham,"Amazon Digital Services,  Inc.",2012,,,2.99
977,Disgrace,fiction,,J.M. Coetzee,Random House LLC,1999,,,9.99
978,The House at Pooh Corner, fiction,,"A.A. Milne, Ernest H. Shepard","Amazon Digital Services,  Inc.",1928,,,1.99
979,The Black Prism, fiction,,Brent Weeks,"Amazon Digital Services,  Inc.",2010,,,3.99
980,The Mermaid Chair, fiction,,Sue Monk Kidd,"Amazon Digital Services,  Inc.",2004,,,2.99
981,Frog and Toad Are Friends,nonfiction,,Arnold Lobel,HarperCollins Publishers,1970,,,2.99
982,The Carnivorous Carnival, fiction,,"Lemony Snicket, Brett Helquist","Amazon Digital Services,  Inc.",2002,,,0.99
983,Heist Society, fiction,,Ally Carter,Random House LLC,2010,,,7.99
984,Behind Closed Doors,fiction,,B.A. Paris,Penguin Group (USA) LLC,2016,,,8.59
985,The Killer Angels,nonfiction,,Michael Shaara,"Amazon Digital Services,  Inc.",1974,,,0.99
986,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",fiction,,Laurell K. Hamilton,Penguin Group (USA) LLC,1995,,,3.99
987,Ptolemy's Gate, fiction,,Jonathan Stroud,HarperCollins Publishers,2006,,,11.89
988,The Island of Dr. Moreau, fiction,,H.G. Wells,"Amazon Digital Services,  Inc.",1896,,,5.99
989,Opal, fiction,,Jennifer L. Armentrout,"Amazon Digital Services,  Inc.",2012,,,0.99
990,Zeitoun, fiction,,Dave Eggers,"Amazon Digital Services,  Inc.",2008,,,3.82
991,Out of My Mind,nonfiction,,Sharon M. Draper,"Amazon Digital Services,  Inc.",2010,,,2.99
992,Rapture,nonfiction,,Lauren Kate,Random House LLC,2012,,,11.99
993,Switched, fiction,,Amanda Hocking,Macmillan,2010,,,5.99
994,Pines, fiction,,Blake Crouch,"Amazon Digital Services,  Inc.",2012,,,0.99
995,Disclosure, fiction,,Michael Crichton,Random House LLC,1994,,,7.99
996,Death Comes to Pemberley, fiction,,P.D. James,"Amazon Digital Services,  Inc.",2012,,,3.99
997,Ethan Frome,nonfiction,,Edith Wharton,HarperCollins Publishers,1911,,,3.79
998,A Map of the World, fiction,,"Jane Hamilton, Frank  Muller, C.J. Critt","Amazon Digital Services,  Inc.",1992,,,3.03
999,It Ends with Us,fiction,,Colleen Hoover,Penguin Group (USA) LLC,2016,,,6.99
1000,The Gift of the Magi,nonfiction,,"O. Henry, Lisbeth Zwerger",Simon and Schuster Digital Sales Inc,1905,,,8.89
1001,The Electric Kool-Aid Acid Test, fiction,,Tom Wolfe,"Amazon Digital Services,  Inc.",1968,,,2.99
1002,The Naked Lunch, fiction,,"William S. Burroughs, James Grauerholz, Barry  Miles","Amazon Digital Services,  Inc.",1959,,,4.95
1003,The Sandman: Dream Country, fiction,,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson","Amazon Digital Services,  Inc.",1991,,,3.99
1004,A Painted House,nonfiction,,John Grisham,"Amazon Digital Services,  Inc.",2001,,,0.99
1005,The Left Hand of Darkness, fiction,,"Ursula K. Le Guin, Lech JÄ™czmyk",Random House LLC,1969,,,7.69
1006,Let It Snow: Three Holiday Romances,fiction,,"John Green, Maureen Johnson, Lauren Myracle",Penguin Group (USA) LLC,2008,,,10.74
1007,"Full Dark, No Stars", fiction,,Stephen King,Random House LLC,2010,,,5.99
1008,Being Mortal: Medicine and What Matters in the End, fiction,,Atul Gawande,"Amazon Digital Services,  Inc.",2014,,,2.99
1009,Intensity, fiction,,Dean Koontz,"Amazon Digital Services,  Inc.",1987,,,0.99
1010,Et dukkehjem, fiction,,"Henrik Ibsen, Michael   Meyer",Hachette Book Group,1879,,,14.99
1011,Hawaii, fiction,,James A. Michener,"Amazon Digital Services,  Inc.",1959,,,2
1012,Revolutionary Road, fiction,,Richard Yates,Penguin Group (USA) LLC,1961,,,6.94
1013,Nick & Norah's Infinite Playlist, fiction,,"Rachel Cohn, David Levithan",Random House LLC,2006,,,7.99
1014,Rosencrantz and Guildenstern are Dead,nonfiction,,"Tom Stoppard, Henry Popkin",Random House LLC,1966,,,12.59
